input: [SCENE]: scene_context [ACTION]: player_input,output: [CHECK]: check_required
input: [SCENE]: You are in a tavern brawl and a man is about to hit you with a chair. [ACTION]: I try to parry the chair with my own stool.,output: [CHECK]: Athletics
input: [SCENE]: You are in a tavern brawl and a man is about to hit you with a chair. [ACTION]: I try to parry the chair with my own stool.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to find the best place to ambush a group of goblins. [ACTION]: I use my knowledge of the terrain to find a good ambush spot.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to find the best place to ambush a group of goblins. [ACTION]: I use my knowledge of the terrain to find a good ambush spot.,output: [CHECK]: Stealth
input: [SCENE]: The party has just discovered the entrance to a forgotten tomb. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: At the tomb's entrance, before a massive, sealed stone door. [ACTION]: I'll try to force the door open with my strength.",output: [CHECK]: Athletics
"input: [SCENE]: At the tomb's entrance, before a massive, sealed stone door. [ACTION]: I'll try to force the door open with my strength.",output: [CHECK]: Athletics
input: [SCENE]: The massive stone door at the tomb's entrance is sealed shut. Brute force failed. [ACTION]: I'll examine the carvings on the door for a hidden mechanism or lock.,output: [CHECK]: Investigation
input: [SCENE]: The massive stone door at the tomb's entrance is sealed shut. Brute force failed. [ACTION]: I'll examine the carvings on the door for a hidden mechanism or lock.,output: [CHECK]: Investigation
input: [SCENE]: You've found a hidden keyhole in the eye of a carved snake on the stone door. [ACTION]: I use my thieves' tools to pick the lock.,output: [CHECK]: Thieves' Tools
input: [SCENE]: You've found a hidden keyhole in the eye of a carved snake on the stone door. [ACTION]: I use my thieves' tools to pick the lock.,output: [CHECK]: Thieves' Tools
"input: [SCENE]: The stone door has been opened, revealing a dark, 10-foot-wide corridor stretching into blackness. [ACTION]: I'll take the lead with my shield up. I check the corridor for any immediate threats or ambushes.",output: [CHECK]: Perception
"input: [SCENE]: The stone door has been opened, revealing a dark, 10-foot-wide corridor stretching into blackness. [ACTION]: I'll take the lead with my shield up. I check the corridor for any immediate threats or ambushes.",output: [CHECK]: Perception
input: [SCENE]: You are walking down a dark corridor that seems clear of threats. The flagstones are uneven. [ACTION]: Something feels off. I'll check the floor ahead for pressure plates.,output: [CHECK]: Investigation
input: [SCENE]: You are walking down a dark corridor that seems clear of threats. The flagstones are uneven. [ACTION]: Something feels off. I'll check the floor ahead for pressure plates.,output: [CHECK]: Investigation
"input: [SCENE]: You've reached the end of the corridor, which opens into a square burial chamber containing a single, ornate sarcophagus. [ACTION]: I'll inspect the sarcophagus for traps before we try to open it.",output: [CHECK]: Investigation
"input: [SCENE]: You've reached the end of the corridor, which opens into a square burial chamber containing a single, ornate sarcophagus. [ACTION]: I'll inspect the sarcophagus for traps before we try to open it.",output: [CHECK]: Investigation
input: [SCENE]: You've found a poison dart trap on the sarcophagus. [ACTION]: I'll use my thieves' tools to disarm the trap mechanism.,output: [CHECK]: Thieves' Tools
input: [SCENE]: You've found a poison dart trap on the sarcophagus. [ACTION]: I'll use my thieves' tools to disarm the trap mechanism.,output: [CHECK]: Thieves' Tools
"input: [SCENE]: The sarcophagus trap has been disarmed, and the lid is waiting to be opened. [ACTION]: I'll push the heavy stone lid off the sarcophagus.",output: [CHECK]: Athletics
input: [SCENE]: You are in an archery contest against a cocky young noble. [ACTION]: I aim for a perfect bullseye to silence his boasting.,output: [CHECK]: Athletics
input: [SCENE]: You are in an archery contest against a cocky young noble. [ACTION]: I aim for a perfect bullseye to silence his boasting.,output: [CHECK]: Athletics
"input: [SCENE]: You are at a high-society poetry reading, trying to identify a spy. [ACTION]: I listen for any coded phrases hidden within the poetry being read.",output: [CHECK]: Insight
"input: [SCENE]: You are at a high-society poetry reading, trying to identify a spy. [ACTION]: I listen for any coded phrases hidden within the poetry being read.",output: [CHECK]: Insight
"input: [SCENE]: You are in an underground fighting pit, forced into a bare-knuckle boxing match. [ACTION]: I try to use my knowledge of anatomy to land a precise, debilitating strike.",output: [CHECK]: Medicine
"input: [SCENE]: You are in an underground fighting pit, forced into a bare-knuckle boxing match. [ACTION]: I try to use my knowledge of anatomy to land a precise, debilitating strike.",output: [CHECK]: Medicine
"input: [SCENE]: You are trying to earn the trust of a ghost that is afraid of the dark. [ACTION]: I use my magic to create a sphere of soft, gentle light.",output: [CHECK]: Religion
"input: [SCENE]: You are trying to earn the trust of a ghost that is afraid of the dark. [ACTION]: I use my magic to create a sphere of soft, gentle light.",output: [CHECK]: Religion
input: [SCENE]: You are trying to escape from a collapsing cave. [ACTION]: I try to find a safe path through the falling rocks.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to escape from a collapsing cave. [ACTION]: I try to find a safe path through the falling rocks.,output: [CHECK]: Acrobatics
input: [SCENE]: You are tracking a corrupt noble through a city's political district. [ACTION]: I try to follow their trail by listening to the gossip of the courtly attendees.,output: [CHECK]: Insight
input: [SCENE]: You are tracking a corrupt noble through a city's political district. [ACTION]: I try to follow their trail by listening to the gossip of the courtly attendees.,output: [CHECK]: Insight
"input: [SCENE]: You are in the Great Library, trying to find a specific historical text. [ACTION]: I try to use the library's indexing system to find the book.",output: [CHECK]: Investigation
"input: [SCENE]: You are in the Great Library, trying to find a specific historical text. [ACTION]: I try to use the library's indexing system to find the book.",output: [CHECK]: Investigation
input: [SCENE]: You are trying to cheat at a game of cards against a notorious cheat. [ACTION]: I try to deal myself a better hand from the bottom of the deck.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to cheat at a game of cards against a notorious cheat. [ACTION]: I try to deal myself a better hand from the bottom of the deck.,output: [CHECK]: Sleight of Hand
"input: [SCENE]: You are trying to get past a magical door that only opens if you answer a philosophical question. [ACTION]: I try to answer the question, 'What is the nature of magic?'",output: [CHECK]: Intelligence
"input: [SCENE]: You are trying to get past a magical door that only opens if you answer a philosophical question. [ACTION]: I try to answer the question, 'What is the nature of magic?'",output: [CHECK]: Intelligence
input: [SCENE]: You are trying to determine if a statue that is weeping blood is a holy sign or a dark omen. [ACTION]: I use my knowledge of religious signs to interpret the event.,output: [CHECK]: Religion
input: [SCENE]: You are trying to determine if a statue that is weeping blood is a holy sign or a dark omen. [ACTION]: I use my knowledge of religious signs to interpret the event.,output: [CHECK]: Religion
input: [SCENE]: You are being forced to participate in a dance at a royal ball. [ACTION]: I try to apply my footwork from sword fighting to the dance.,output: [CHECK]: Acrobatics
input: [SCENE]: You are being forced to participate in a dance at a royal ball. [ACTION]: I try to apply my footwork from sword fighting to the dance.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to start a fire without a tinderbox. [ACTION]: I try to use the classic method of rubbing two sticks together.,output: [CHECK]: Survival
input: [SCENE]: You are trying to start a fire without a tinderbox. [ACTION]: I try to use the classic method of rubbing two sticks together.,output: [CHECK]: Survival
input: [SCENE]: You are trying to repair a broken wagon wheel. [ACTION]: I try to force the bent axle back into shape.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to repair a broken wagon wheel. [ACTION]: I try to force the bent axle back into shape.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to create a sleeping potion. [ACTION]: I use my poisoner's kit to mix a non-lethal sedative.,output: [CHECK]: Poisoner's Kit
input: [SCENE]: You are trying to create a sleeping potion. [ACTION]: I use my poisoner's kit to mix a non-lethal sedative.,output: [CHECK]: Poisoner's Kit
input: [SCENE]: You are trying to determine if a strange creature is sentient. [ACTION]: I try to communicate with it using a simple 'Comprehend Languages' spell.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to determine if a strange creature is sentient. [ACTION]: I try to communicate with it using a simple 'Comprehend Languages' spell.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to convince a greedy merchant to donate to the poor. [ACTION]: I appeal to his sense of morality and community.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a greedy merchant to donate to the poor. [ACTION]: I appeal to his sense of morality and community.,output: [CHECK]: Persuasion
"input: [SCENE]: You are trying to find the best defensive position in a large, open room. [ACTION]: I analyze the room for choke points and cover.",output: [CHECK]: Insight
"input: [SCENE]: You are trying to find the best defensive position in a large, open room. [ACTION]: I analyze the room for choke points and cover.",output: [CHECK]: Insight
input: [SCENE]: You are trying to tell if a patch of mushrooms is poisonous. [ACTION]: I use my knowledge of fungi to identify the mushrooms.,output: [CHECK]: Nature
input: [SCENE]: You are trying to tell if a patch of mushrooms is poisonous. [ACTION]: I use my knowledge of fungi to identify the mushrooms.,output: [CHECK]: Nature
input: [SCENE]: You are trying to win a game of darts in a tavern. [ACTION]: I try to throw the dart with all my strength.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to win a game of darts in a tavern. [ACTION]: I try to throw the dart with all my strength.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to hide from a creature that can smell you. [ACTION]: I try to mask my scent by rolling in a pile of filth.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to hide from a creature that can smell you. [ACTION]: I try to mask my scent by rolling in a pile of filth.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to determine if a seemingly solid wall is an illusion. [ACTION]: I try to feel for any physical substance to the wall.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine if a seemingly solid wall is an illusion. [ACTION]: I try to feel for any physical substance to the wall.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine a dead person's cause of death. [ACTION]: I examine the body for any wounds or signs of illness.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to determine a dead person's cause of death. [ACTION]: I examine the body for any wounds or signs of illness.,output: [CHECK]: Medicine
input: [SCENE]: You are in a tavern brawl and someone is about to smash a bottle over your head. [ACTION]: I try to duck under the swing.,output: [CHECK]: Acrobatics
input: [SCENE]: You are in a tavern brawl and someone is about to smash a bottle over your head. [ACTION]: I try to duck under the swing.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to navigate a swamp. [ACTION]: I use a long pole to test the ground ahead for quicksand.,output: [CHECK]: Survival
input: [SCENE]: You are trying to navigate a swamp. [ACTION]: I use a long pole to test the ground ahead for quicksand.,output: [CHECK]: Survival
input: [SCENE]: You are trying to get information from a goblin you've captured. [ACTION]: I try to scare the information out of him.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to get information from a goblin you've captured. [ACTION]: I try to scare the information out of him.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to forge a letter of introduction to get into a noble's party. [ACTION]: I use my forgery kit to create the letter.,output: [CHECK]: Forgery Kit
input: [SCENE]: You are trying to forge a letter of introduction to get into a noble's party. [ACTION]: I use my forgery kit to create the letter.,output: [CHECK]: Forgery Kit
input: [SCENE]: You are trying to convince a powerful but shy ghost to talk to you. [ACTION]: I try to appeal to its intellectual curiosity.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a powerful but shy ghost to talk to you. [ACTION]: I try to appeal to its intellectual curiosity.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to recall the specific prayer for blessing a well. [ACTION]: I search my memory for the prayer.,output: [CHECK]: Religion
input: [SCENE]: You are trying to recall the specific prayer for blessing a well. [ACTION]: I search my memory for the prayer.,output: [CHECK]: Religion
input: [SCENE]: You are trying to determine if a bridge can hold the weight of your party and their horses. [ACTION]: I inspect the bridge for any signs of weakness.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine if a bridge can hold the weight of your party and their horses. [ACTION]: I inspect the bridge for any signs of weakness.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to tell how long ago a creature passed this way. [ACTION]: I examine the tracks to determine their age.,output: [CHECK]: Survival
input: [SCENE]: You are trying to tell how long ago a creature passed this way. [ACTION]: I examine the tracks to determine their age.,output: [CHECK]: Survival
input: [SCENE]: The party has tracked their quarry to the edge of a petrified forest. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: After activating a strange portal, the party finds themselves in a new location. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: The party has been hired to clear out the city's ancient sewer system. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have snuck into the grand ballroom of a corrupt duke's masquerade ball. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You have arrived at the abandoned, plague-ridden village of Greycreek. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: Your ship has crashed on the shore of a tropical island. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have found the entrance to the lost library of the star-gazers. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are standing on the ramparts of a fortress, preparing for a siege. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in the bustling bazaar of a desert city at dusk. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are deep in a swamp, following the trail of a monster. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You have entered a cathedral that has been desecrated by a dark cult. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in the heart of a raging blizzard in the northern mountains. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have stumbled upon a Feywild glade under a twilight sky. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in the middle of a vast, ancient battlefield. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are navigating the high, narrow rooftops of a sleeping city. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a cavern where the walls are covered in glowing crystals. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a marketplace that trades not in gold, but in memories. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are in a gladiatorial arena, and the crowd is chanting your name. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a wizard's tower where the furniture is alive and mischievous. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have been hired to guard a caravan crossing a dangerous desert. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in the 'Thieves' Market,' a secret underground bazaar. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a forest where the trees are a hundred times their normal size. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in the crypts beneath a city, where the dead are restless. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are at a dwarven feast in a great underground hall. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are on an airship, sailing through the clouds. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in the middle of a tense ceasefire between two warring armies. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city where it is always night. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have found the lair of a great beast. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a holy place that has been corrupted by a demonic presence. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a vast, empty tundra under the aurora borealis. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are in a room that is a perfect, seamless sphere of white. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are the sole survivor of a shipwreck, washed ashore. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are at a high-stakes gambling den. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a valley where giant, ancient statues of forgotten gods stand guard. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are in a hospital ward, tending to the sick and wounded. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in the middle of a chaotic tavern brawl. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have entered a magical painting. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are at a parley with a band of orc marauders. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in the dream of a sleeping king. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are on the trail of a wounded beast. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city that has been captured by a hostile army. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a hot spring in the middle of a frozen wasteland. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a room where gravity is behaving strangely. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a courtroom, on trial for a crime you did not commit. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are in a city of canals, like Venice. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a forest that is unnaturally silent. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are at a shrine that is said to grant visions. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are at the base of a impossibly tall mountain. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a room filled with thousands of ticking clocks. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a dusty, one-street town in the middle of nowhere. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a hall of mirrors. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a forest that has been ravaged by a forest fire. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where the border between the mortal world and the afterlife is thin. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in the belly of a massive, whale-like creature. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are in a wizard's laboratory, and all the experiments have gone horribly wrong. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a captured fortress after a great battle. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city that is ruled by a powerful thieves' guild. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a part of the forest that is claimed by a powerful druid. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are at the wedding of a powerful noble. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a deep, dark forest at night. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a room where the walls are covered in arcane equations. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in the king's war room, and a map of the continent is on the table. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a place where it is raining glass. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a cave that is home to a pack of dire wolves. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a small, peaceful village that seems too good to be true. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are on the deck of a longship, sailing through a fjord. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a place where magic does not work. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city during a festival. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a forgotten catacomb beneath the city. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a field of giant, carnivorous plants. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a place where a god was said to have died. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a wrestling match against a massive ogre. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where the laws of physics are... suggestions. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are the bodyguard for a very annoying, very important noble. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: You are in a room with a floor made of thin, cracking ice. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a place where the sun never sets. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in the middle of a heated theological debate with a rival cleric. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are at a feast, and the custom is to eat with your hands. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a room where every sound you make is magically amplified a hundred times. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are in a crowded tavern, trying to lay low. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a locked room with no doors or windows. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a forest where all the animals can talk. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are at the site of a recent miracle. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city where strength is valued above all else. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where illusions are solid. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in the middle of a tense duel of honor. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city that is slowly sinking into the sea. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a forest where the trees are made of metal. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where prayer is outlawed. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are at a wedding feast, and the bride has been kidnapped. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a place where your magic is dangerously unpredictable. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: You are on a boat, sailing through a thick, unnatural fog. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: You are in a room where the floor is covered in a thick layer of gold coins. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a forest where it is always autumn. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city where the dead walk among the living. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are at the top of the highest mountain in the world. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a library where the books are all blank. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city that is about to be destroyed by a volcano. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where your shadow has a life of its own. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a forest that is home to a tribe of friendly talking bears. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where a great sin was committed. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city of giants. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a place where you can see the threads of magic. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You are in a city that is under martial law. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: The party is in a seedy tavern, speaking to a nervous informant. [ACTION]: [SCENE_START]",output: [CHECK]: None
input: [SCENE]: Speaking with a nervous informant in a tavern. [ACTION]: He seems shifty. I want to use my Investigation to see if he's telling the truth about the crypt's location.,output: [CHECK]: Insight
input: [SCENE]: Speaking with a nervous informant in a tavern. [ACTION]: He seems shifty. I want to use my Investigation to see if he's telling the truth about the crypt's location.,output: [CHECK]: Insight
input: [SCENE]: The informant just lied about the crypt's location. [ACTION]: He's holding out on us. I'm going to lean in and scare the truth out of him.,output: [CHECK]: Intimidation
input: [SCENE]: The informant just lied about the crypt's location. [ACTION]: He's holding out on us. I'm going to lean in and scare the truth out of him.,output: [CHECK]: Intimidation
input: [SCENE]: The party has just entered a treasure chamber. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: In a treasure chamber with a single, large chest. [ACTION]: Alright, I want to deal with that chest. I'll check it over first before we do anything rash.",output: [CHECK]: Investigation
"input: [SCENE]: In a treasure chamber with a single, large chest. [ACTION]: Alright, I want to deal with that chest. I'll check it over first before we do anything rash.",output: [CHECK]: Investigation
"input: [SCENE]: You've examined the large iron chest for traps. [ACTION]: Okay, now I'll try to get it open.",output: [CHECK]: Thieves' Tools
"input: [SCENE]: You've examined the large iron chest for traps. [ACTION]: Okay, now I'll try to get it open.",output: [CHECK]: Thieves' Tools
"input: [SCENE]: The party is in a forest, examining a set of large tracks. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: Examining large, three-toed tracks in the mud. [ACTION]: I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks.",output: [CHECK]: Survival
"input: [SCENE]: Examining large, three-toed tracks in the mud. [ACTION]: I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks.",output: [CHECK]: Survival
"input: [SCENE]: You have identified the tracks as belonging to a Wyvern. [ACTION]: A Wyvern, eh? I scan the skies to see if it's circling overhead.",output: [CHECK]: Perception
"input: [SCENE]: You have identified the tracks as belonging to a Wyvern. [ACTION]: A Wyvern, eh? I scan the skies to see if it's circling overhead.",output: [CHECK]: Perception
input: [SCENE]: The party is in a gladiatorial arena. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Facing a saber-toothed tiger in the arena. [ACTION]: I'll roar back at the lion to show it I'm not afraid.,output: [CHECK]: Performance
input: [SCENE]: Facing a saber-toothed tiger in the arena. [ACTION]: I'll roar back at the lion to show it I'm not afraid.,output: [CHECK]: Performance
input: [SCENE]: Your party is ambushed by goblins in a forest. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Ambushed by a dozen goblins. [ACTION]: I'll try to take out the hobgoblin leader first.,output: [CHECK]: Perception
input: [SCENE]: Ambushed by a dozen goblins. [ACTION]: I'll try to take out the hobgoblin leader first.,output: [CHECK]: Perception
input: [SCENE]: The party finds a statue of a forgotten goddess. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: At a statue of a goddess of the hunt. [ACTION]: I'll say a prayer to the god of the forest for guidance.,output: [CHECK]: Religion
input: [SCENE]: At a statue of a goddess of the hunt. [ACTION]: I'll say a prayer to the god of the forest for guidance.,output: [CHECK]: Religion
input: [SCENE]: You are examining the body of a traveler. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Examining a body with a single large claw mark. [ACTION]: I'll investigate the wound to see what kind of sword could have caused it.,output: [CHECK]: Medicine
input: [SCENE]: Examining a body with a single large claw mark. [ACTION]: I'll investigate the wound to see what kind of sword could have caused it.,output: [CHECK]: Medicine
input: [SCENE]: You are in a tavern speaking with an old man. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: Speaking with an old man named Bartholomew. [ACTION]: I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt.,output: [CHECK]: Persuasion
input: [SCENE]: Speaking with an old man named Bartholomew. [ACTION]: I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt.,output: [CHECK]: Persuasion
"input: [SCENE]: You are in a room with a large, pulsating purple orb. [ACTION]: [SCENE_START]",output: [CHECK]: None
"input: [SCENE]: In a room with a large, purple orb. [ACTION]: I'll cast 'Detect Magic' to analyze the yellow orb.",output: [CHECK]: Arcana
"input: [SCENE]: In a room with a large, purple orb. [ACTION]: I'll cast 'Detect Magic' to analyze the yellow orb.",output: [CHECK]: Arcana
input: [SCENE]: You are facing two identical twin warriors. [ACTION]: [SCENE_START],output: [CHECK]: None
"input: [SCENE]: Facing two identical twins, one with a scar. [ACTION]: I'll focus my attack on the twin with the scar on his left eye.",output: [CHECK]: Athletics
"input: [SCENE]: Facing two identical twins, one with a scar. [ACTION]: I'll focus my attack on the twin with the scar on his left eye.",output: [CHECK]: Athletics
input: [SCENE]: You are given a map to a treasure. [ACTION]: [SCENE_START],output: [CHECK]: None
input: [SCENE]: You have a map to 'Dead Man's Cove'. [ACTION]: I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'.,output: [CHECK]: Survival
