input,output
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'You are in a city where the dead walk among the living.', '[SCENE_START]']","['None', 'N/A', 'The city is not a place of horror, but of strange, quiet coexistence. The living go about their daily lives, while the silent, spectral forms of their ancestors walk the same streets.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'You are at the top of the highest mountain in the world.', '[SCENE_START]']","['None', 'N/A', 'The air is thin and cold, but the view is breathtaking. The whole world is spread out beneath you, a tapestry of clouds, forests, and distant seas.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'You are in a library where the books are all blank.', '[SCENE_START]']","['None', 'N/A', 'Every book you open has a thousand blank pages. The knowledge is here, but it is hidden, and you will have to find a way to reveal it.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You are in a city that is about to be destroyed by a volcano.', '[SCENE_START]']","['None', 'N/A', 'The ground is shaking, and a massive plume of ash and smoke is rising from the mountain that looms over the city. Panic is beginning to spread in the streets.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'You are in a place where your shadow has a life of its own.', '[SCENE_START]']","['None', 'N/A', 'Your shadow mimics your movements, but with a slight, malicious twist. It grins when you are not, and it seems to be whispering to the other shadows in the room.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'You are in a forest that is home to a tribe of friendly talking bears.', '[SCENE_START]']","['None', 'N/A', 'The bears are having a tea party. They invite you to join them, offering you a cup of honeyed tea and a seat on a mossy log.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'You are in a place where a great sin was committed.', '[SCENE_START]']","['None', 'N/A', 'The area is haunted by a palpable sense of guilt and sorrow. You can feel the psychic residue of a terrible betrayal that happened here long ago.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'You are in a city of giants.', '[SCENE_START]']","['None', 'N/A', 'The buildings are massive, and the people are even bigger. You are like a child in this city, and you have to be careful not to get stepped on.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'You are in a place where you can see the threads of magic.', '[SCENE_START]']","['None', 'N/A', 'The world is a beautiful, complex tapestry of glowing, multi-colored threads. You can see the Weave of magic itself, and it is breathtaking.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You are in a city that is under martial law.', '[SCENE_START]']","['None', 'N/A', 'There are guards on every corner, and their faces are grim and suspicious. A strict curfew is in effect, and the city is a powder keg waiting to explode.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'The party is in a seedy tavern, speaking to a nervous informant.', '[SCENE_START]']","['None', 'N/A', ""The tavern smells of cheap ale and desperation. The informant, a twitchy man named Finnick, keeps glancing at the door. You've asked him about the location of the Shadowfang Crypt.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'Speaking with a nervous informant in a tavern.', ""He seems shifty. I want to use my Investigation to see if he's telling the truth about the crypt's location.""]","['Insight', 'Pass', ""Though you phrase it as Investigation, you focus on his mannerisms. You notice his eye twitches when he mentions the 'eastern swamps,' a clear tell that he's lying.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'Speaking with a nervous informant in a tavern.', ""He seems shifty. I want to use my Investigation to see if he's telling the truth about the crypt's location.""]","['Insight', 'Fail', ""Though you phrase it as Investigation, you focus on his mannerisms. He's a nervous wreck, but you can't tell if it's because he's lying or just terrified of being seen with you.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', ""The informant just lied about the crypt's location."", ""He's holding out on us. I'm going to lean in and scare the truth out of him.""]","['Intimidation', 'Pass', ""You lean forward, your hand resting on the pommel of your sword. 'The truth,' you say in a low voice. 'Now.' Finnick flinches and quickly admits the crypt is actually in the northern hills.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', ""The informant just lied about the crypt's location."", ""He's holding out on us. I'm going to lean in and scare the truth out of him.""]","['Intimidation', 'Fail', ""You try to look menacing, but Finnick is more scared of his employers than he is of you. 'I've told you all I know!' he squeaks, refusing to change his story.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'The party has just entered a treasure chamber.', '[SCENE_START]']","['None', 'N/A', 'The room is small and dusty. In the center sits a single, large, iron-banded chest. It is clearly very old and appears to be sealed with a heavy, complex lock.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'In a treasure chamber with a single, large chest.', ""Alright, I want to deal with that chest. I'll check it over first before we do anything rash.""]","['Investigation', 'Pass', ""You carefully examine the chest. You notice a series of tiny holes on the front, cleverly hidden in the carvings. It's a poison needle trap, linked to the lock.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'In a treasure chamber with a single, large chest.', ""Alright, I want to deal with that chest. I'll check it over first before we do anything rash.""]","['Investigation', 'Fail', ""You look the chest over, but the trap mechanism is expertly crafted. You don't see any signs of a trap, and the chest appears to be safe.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', ""You've examined the large iron chest for traps."", ""Okay, now I'll try to get it open.""]","[""Thieves' Tools"", 'Pass', 'You pull out your tools and set to work on the complex lock. After a few tense moments, you hear a satisfying *clunk* as the mechanism unlocks.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', ""You've examined the large iron chest for traps."", ""Okay, now I'll try to get it open.""]","[""Thieves' Tools"", 'Fail', ""The lock is ancient and rusted. You work on it for a minute, but a tumbler is jammed tight. You can't get it to budge.""]"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'The party is in a forest, examining a set of large tracks.', '[SCENE_START]']","['None', 'N/A', 'You find a series of large, deep tracks in the mud. They are clearly from a large reptilian creature, and each track has three distinct, sharp-clawed toes.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Examining large, three-toed tracks in the mud.', ""I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks.""]","['Survival', 'Pass', 'Despite your confusion about the number of toes, your expertise is undeniable. You recognize the three-toed print as belonging to a young Wyvern, known to lair in this area.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Examining large, three-toed tracks in the mud.', ""I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks.""]","['Survival', 'Fail', ""Your confusion about the number of toes makes it difficult to recall the creature. The three-toed track is large and reptilian, but you can't place it.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You have identified the tracks as belonging to a Wyvern.', ""A Wyvern, eh? I scan the skies to see if it's circling overhead.""]","['Perception', 'Pass', ""You scan the skies. You don't see the Wyvern itself, but you do spot a large, dark shape circling high above the canopy about a mile to the north. That must be its territory.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You have identified the tracks as belonging to a Wyvern.', ""A Wyvern, eh? I scan the skies to see if it's circling overhead.""]","['Perception', 'Fail', ""The forest canopy is too thick. You can only see small patches of the sky, and you don't spot any sign of the creature.""]"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'The party is in a gladiatorial arena.', '[SCENE_START]']","['None', 'N/A', 'The portcullis on the far side of the arena rises, and a massive, snarling saber-toothed tiger pads into the arena, its long fangs dripping.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Facing a saber-toothed tiger in the arena.', ""I'll roar back at the lion to show it I'm not afraid.""]","['Performance', 'Pass', 'You let out a roar that shakes the very foundations of the arena. The saber-toothed tiger, recognizing a fellow predator, pauses in its advance, momentarily impressed.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Facing a saber-toothed tiger in the arena.', ""I'll roar back at the lion to show it I'm not afraid.""]","['Performance', 'Fail', 'Your roar is loud, but the saber-toothed tiger is a primeval engine of destruction and is completely unimpressed by your shouting. It charges.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Your party is ambushed by goblins in a forest.', '[SCENE_START]']","['None', 'N/A', 'Suddenly, the forest erupts with the sound of high-pitched war cries. A dozen goblins, armed with crude spears and shields, emerge from the undergrowth.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Ambushed by a dozen goblins.', ""I'll try to take out the hobgoblin leader first.""]","['Perception', 'Pass', 'Your trained eye scans the chaotic goblin ranks. You notice one goblin that is slightly larger and is shouting commands. That is the leader of this pack.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Ambushed by a dozen goblins.', ""I'll try to take out the hobgoblin leader first.""]","['Perception', 'Fail', 'The goblins are a disorganized mob. There is no discernible leader among them; they are just a swarm of chaotic violence.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'The party finds a statue of a forgotten goddess.', '[SCENE_START]']","['None', 'N/A', ""In the center of the glade is a beautiful, moss-covered statue of a woman with antlers, holding a bow. It's a statue of a forgotten goddess of the hunt.""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'At a statue of a goddess of the hunt.', ""I'll say a prayer to the god of the forest for guidance.""]","['Religion', 'Pass', 'Though you address the wrong deity, the ancient spirit of the place seems to appreciate the sentiment. A gentle, warm light emanates from the statue.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'At a statue of a goddess of the hunt.', ""I'll say a prayer to the god of the forest for guidance.""]","['Religion', 'Fail', 'Your prayer goes unanswered. The statue remains a cold, silent piece of stone, unresponsive to a prayer not directed at it.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'You are examining the body of a traveler.', '[SCENE_START]']","['None', 'N/A', 'You find the body of a traveler on the road. They have been killed by a single, massive claw mark across their chest.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Examining a body with a single large claw mark.', ""I'll investigate the wound to see what kind of sword could have caused it.""]","['Medicine', 'Pass', 'You can tell immediately from the shape of the wound that this was no sword. The single, deep gash was made by the claw of a very large predatory beast.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Examining a body with a single large claw mark.', ""I'll investigate the wound to see what kind of sword could have caused it.""]","['Medicine', 'Fail', ""The wound is grievous, but you are not a trained investigator. You can't determine the specific weapon or cause beyond 'something very big and very sharp.'""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'You are in a tavern speaking with an old man.', '[SCENE_START]']","['None', 'N/A', ""The old man, who introduced himself as 'Bartholomew,' is telling you a long, rambling story. He has a prominent tattoo of a serpent on his left hand.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Speaking with an old man named Bartholomew.', ""I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt.""]","['Persuasion', 'Pass', ""Bartholomew doesn't seem to notice you used the wrong name. He launches into another story, but this one contains a useful clue about the crypt's location.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Speaking with an old man named Bartholomew.', ""I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt.""]","['Persuasion', 'Fail', ""'Barnaby?' the old man says, his eyes narrowing. 'My name is Bartholomew. If you can't be bothered to listen, I can't be bothered to talk.' He falls silent.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'You are in a room with a large, pulsating purple orb.', '[SCENE_START]']","['None', 'N/A', 'In the center of the room is a massive, pulsating orb of purple energy. It gives off a low, humming sound and a feeling of immense power.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a room with a large, purple orb.', ""I'll cast 'Detect Magic' to analyze the yellow orb.""]","['Arcana', 'Pass', 'Your spell reveals that the purple orb is a massive source of conjuration magic, a temporary rift between planes.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a room with a large, purple orb.', ""I'll cast 'Detect Magic' to analyze the yellow orb.""]","['Arcana', 'Fail', 'Your spell is overwhelmed by the sheer power of the purple orb. You get a blinding flash of magical feedback and are left with a headache, but no information.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'You are facing two identical twin warriors.', '[SCENE_START]']","['None', 'N/A', 'Two identical twin warriors stand before you, both with the same armor, the same sword, and the same determined expression. One has a small, barely visible scar over their right eye.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Facing two identical twins, one with a scar.', ""I'll focus my attack on the twin with the scar on his left eye.""]","['Athletics', 'Pass', 'Though you mistake which eye the scar is over, your intent is clear. You focus your attack on the scarred twin, who seems to be the more aggressive of the two.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Facing two identical twins, one with a scar.', ""I'll focus my attack on the twin with the scar on his left eye.""]","['Athletics', 'Fail', 'Your brief moment of confusion about the scar is all the opening the twins need. They attack in perfect unison, their two blades moving as one.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You are given a map to a treasure.', '[SCENE_START]']","['None', 'N/A', ""The old pirate gives you a map scrawled on a piece of worn leather. It shows a path leading to a place called 'Dead Man's Cove'.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', ""You have a map to 'Dead Man's Cove'."", ""I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'.""]","['Survival', 'Pass', ""You know 'Smuggler's Inlet' is just the local, less dramatic name for 'Dead Man's Cove'. You are able to find the location without any trouble.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', ""You have a map to 'Dead Man's Cove'."", ""I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'.""]","['Survival', 'Fail', ""You confidently lead the party to Smuggler's Inlet, a different cove a few miles down the coast. You have followed your own knowledge instead of the map, and are now in the wrong place.""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'You are in a room with three chests.', '[SCENE_START]']","['None', 'N/A', ""Before you are three identical wooden chests. A plaque above them reads, 'One holds treasure, one holds a trap, and one holds only dust.'""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'In a room with three chests.', ""I'll pray for guidance on which of the two chests is safe.""]","['Religion', 'Pass', ""You pray for guidance. You don't receive a direct answer, but you feel a faint, almost imperceptible sense of dread coming from the chest on the far left.""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'In a room with three chests.', ""I'll pray for guidance on which of the two chests is safe.""]","['Religion', 'Fail', 'Your prayer goes unanswered. The three chests remain silent and inscrutable, their contents a complete mystery.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'You find a set of tracks.', '[SCENE_START]']","['None', 'N/A', 'You find a set of large, bird-like tracks in the soft earth. Each print has three toes, and the stride is incredibly long.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Following large, bird-like tracks.', ""I'll follow the owlbear tracks to find its lair.""]","['Survival', 'Pass', 'Though the tracks are not from an owlbear, you are still an expert tracker. You follow the three-toed tracks deep into the woods.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Following large, bird-like tracks.', ""I'll follow the owlbear tracks to find its lair.""]","['Survival', 'Fail', ""Your incorrect assumption that this is an owlbear leads you to make mistakes. You lose the trail in a rocky area, where a real owlbear's trail would have been easier to follow.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'You are trying to disarm a trap.', '[SCENE_START]']","['None', 'N/A', ""You have found a trap on a treasure chest. It's a poison needle trap, triggered by a small, red wire connected to the lock.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Disarming a trap with a red wire.', ""I'll use my tools to carefully cut the blue wire.""]","[""Thieves' Tools"", 'Pass', 'You correctly identify the red wire as the trigger and carefully snip it with your tools. The trap is disabled.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Disarming a trap with a red wire.', ""I'll use my tools to carefully cut the blue wire.""]","[""Thieves' Tools"", 'Fail', 'There is no blue wire. Your moment of confusion is enough to make your hand slip, and you accidentally trigger the trap, which springs harmlessly but makes a loud noise.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'You are trying to cast a spell.', '[SCENE_START]']","['None', 'N/A', ""You are trying to cast the 'Fireball' spell, which requires a verbal component, a somatic component, and a small ball of bat guano as a material component.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', ""Casting a 'Fireball' spell."", ""I have the bat guano, so I'll cast the spell.""]","['Arcana', 'Pass', 'You speak the incantation and perform the correct gestures. The bat guano is consumed, and a fiery bead streaks from your fingertip, ready to explode.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', ""Casting a 'Fireball' spell."", ""I have the bat guano, so I'll cast the spell.""]","['Arcana', 'Fail', 'You seem to have forgotten that the spell also has a verbal and somatic component. Your attempt to cast the spell by just holding the bat guano does nothing.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'You are in a fight.', '[SCENE_START]']","['None', 'N/A', 'You are in a tavern brawl. A large man is about to hit you with a wooden chair.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'A man is about to hit you with a chair.', ""I'll use my rage to smash the table.""]","['Athletics', 'Pass', 'You ignore the man and instead smash the table in front of you with a single blow. Your attacker is so shocked by this display of raw power that he hesitates, giving you an opening.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'A man is about to hit you with a chair.', ""I'll use my rage to smash the table.""]","['Athletics', 'Fail', 'You are too focused on the table. While you are busy smashing it, the man brings the chair down hard on your back.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'You are given a command.', '[SCENE_START]']","['None', 'N/A', ""Your commander, a nervous young noble, points to a heavily fortified enemy position and shouts, 'Take that hill!'""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Given a suicidal order.', ""I'll try to explain to the commander that charging that valley is a bad idea.""]","['Persuasion', 'Pass', 'You quickly and clearly explain the tactical foolishness of a direct assault. The young noble, realizing you are a seasoned veteran, listens to your advice and calls off the charge.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Given a suicidal order.', ""I'll try to explain to the commander that charging that valley is a bad idea.""]","['Persuasion', 'Fail', ""'That's an order, soldier!' the noble shouts, mistaking your tactical advice for cowardice. You are forced to choose between a suicidal charge and insubordination.""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'You find a cursed object.', '[SCENE_START]']","['None', 'N/A', 'You find a beautiful, ornate silver mirror. When you look into it, your reflection is twisted and monstrous. The mirror is clearly cursed.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'You have found a cursed mirror.', ""I'll try to smash the cursed table with my mace.""]","['Athletics', 'Pass', 'Your mace smashes the cursed silver mirror into a thousand pieces. The dark magic within it is released with a final, mournful sigh.']"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'You have found a cursed mirror.', ""I'll try to smash the cursed table with my mace.""]","['Athletics', 'Fail', 'The mirror is protected by a powerful curse. Your mace bounces off the glass as if it were solid steel, leaving not even a scratch.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'You are trying to find a specific type of tree.', '[SCENE_START]']","['None', 'N/A', 'You are looking for an Ironwood tree, a rare tree with bark as strong as metal. You know it only grows on the northern slopes of mountains.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Looking for an Ironwood tree.', ""I'll search for the 'Silverwood' tree on the southern slopes.""]","['Nature', 'Pass', 'Despite looking for the wrong tree in the wrong place, you stumble upon a small grove of Ironwood trees by pure chance.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Looking for an Ironwood tree.', ""I'll search for the 'Silverwood' tree on the southern slopes.""]","['Nature', 'Fail', 'You spend a whole day searching the southern slopes for a tree that does not exist. Your search is fruitless.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'You are trying to get information from someone.', '[SCENE_START]']","['None', 'N/A', 'You are trying to get information from a member of the city watch. You know he has a weakness for a particular brand of expensive Elven wine.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Trying to bribe a guard with wine.', ""I'll offer him a bottle of cheap dwarven ale.""]","['Deception', 'Pass', ""The guard is a hopeless alcoholic. He doesn't care what brand it is, as long as it's alcohol. He accepts your bribe and tells you what you want to know.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'Trying to bribe a guard with wine.', ""I'll offer him a bottle of cheap dwarven ale.""]","['Deception', 'Fail', ""The guard is offended by your offer. 'Do I look like a man who drinks dwarven swill?' he says, and refuses to speak with you further.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'You are in a room that is slowly filling with water.', '[SCENE_START]']","['None', 'N/A', 'The room is made of seamless stone, and water is pouring in from a series of grates in the ceiling. There is a single, heavy iron door.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a flooding room.', ""I'll cast a fire spell to try and evaporate the water.""]","['Arcana', 'Pass', 'You unleash a massive fireball. The intense heat instantly turns a large amount of the water into steam, temporarily lowering the water level.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a flooding room.', ""I'll cast a fire spell to try and evaporate the water.""]","['Arcana', 'Fail', ""Your fire spell is immediately extinguished by the rising water. You've wasted a spell and are now standing in even deeper water.""]"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'You are trying to get past a sleeping guard dog.', '[SCENE_START]']","['None', 'N/A', 'A large, mean-looking mastiff is sleeping in front of the door you need to get through. A half-eaten slab of meat is on the floor next to it.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Getting past a sleeping guard dog.', ""I'll try to sneak past the sleeping cat.""]","['Stealth', 'Pass', 'You move with surprising silence for a person of your size. The mastiff snores on, completely unaware as you slip past it.']"
"['102', 'Bjorn, a stoic barbarian exiled from his clan.', 'Getting past a sleeping guard dog.', ""I'll try to sneak past the sleeping cat.""]","['Stealth', 'Fail', 'You are not a subtle person. You knock over a suit of armor with a loud crash, and the mastiff immediately wakes up, barking loudly.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'The party is exploring a silent, ancient library.', '[SCENE_START]']","['None', 'N/A', 'The only sound in the vast, dusty library is the faint, melodic chiming of a tiny bell coming from the floor above.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a silent library, hearing a bell chime upstairs.', ""I'll cast a spell to muffle our footsteps as we investigate the sound of that music box.""]","['Stealth', 'Pass', ""Your spell works perfectly, silencing your party's steps. You are able to move towards the sound of the bell without making a sound.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'In a silent library, hearing a bell chime upstairs.', ""I'll cast a spell to muffle our footsteps as we investigate the sound of that music box.""]","['Stealth', 'Fail', ""Your spell fizzles with a loud 'pop' that echoes in the silent library. The gentle chiming of the bell from upstairs immediately stops.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'The party is in the office of a corrupt city official.', '[SCENE_START]']","['None', 'N/A', 'The official sits behind a large oak desk. A heavy iron key hangs from a hook on the wall behind him.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', ""In an official's office with a key on the wall."", ""While he's distracted, I'll try to snatch the brass key from the hook.""]","['Sleight of Hand', 'Pass', 'You move like a ghost. The heavy iron key is in your hand, and you are back in your seat before the official even looks up.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', ""In an official's office with a key on the wall."", ""While he's distracted, I'll try to snatch the brass key from the hook.""]","['Sleight of Hand', 'Fail', 'You reach for the iron key, but your sleeve catches on a book. The noise makes the official look up, and he sees you reaching for his key.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'The party is confronting a bandit leader in their hideout.', '[SCENE_START]']","['None', 'N/A', 'The bandit leader, a large woman with a cruel sneer, stands before you, flanked by her two heavily-armed lieutenants.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Confronting a bandit leader and her two lieutenants.', ""I'll try to intimidate the leader by pointing out how her three lieutenants are outnumbered.""]","['Intimidation', 'Pass', ""Despite your miscount, your commanding presence is undeniable. The two lieutenants glance nervously at each other, and the leader's sneer falters.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Confronting a bandit leader and her two lieutenants.', ""I'll try to intimidate the leader by pointing out how her three lieutenants are outnumbered.""]","['Intimidation', 'Fail', ""The bandit leader laughs. 'You can't even count? There are only two of them!' Your attempt at intimidation is ruined by your mistake.""]"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'The party is observing a goblin shaman performing a ritual.', '[SCENE_START]']","['None', 'N/A', 'The goblin shaman chants in a guttural language, holding a pulsating, bright green crystal aloft in its hand.']"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Observing a goblin shaman with a green crystal.', ""I'll try to shoot the blue crystal out of his hand with my bow.""]","['Athletics', 'Pass', ""Your arrow flies true, shattering the green crystal in a shower of emerald light. The shaman's ritual is broken.""]"
"['106', 'Kaelen, a grim ranger who hunts monsters.', 'Observing a goblin shaman with a green crystal.', ""I'll try to shoot the blue crystal out of his hand with my bow.""]","['Athletics', 'Fail', ""Your arrow misses the green crystal, whistling past the shaman's ear and alerting it to your presence.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'The party is facing a large golem.', '[SCENE_START]']","['None', 'N/A', 'A massive golem made of solid, rough-hewn granite blocks the hallway. It has no discernible features, just the raw power of earth and magic.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'Facing a granite golem.', ""I'll look for cracks in the golem's iron plating.""]","['Investigation', 'Pass', ""Though it's made of granite, not iron, you spot a significant fissure near its shoulder joint where a well-placed strike would do maximum damage.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge.', 'Facing a granite golem.', ""I'll look for cracks in the golem's iron plating.""]","['Investigation', 'Fail', 'The granite golem is flawlessly constructed; you find no weaknesses in its solid stone form.']"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'The party has captured a goblin who is giving them directions.', '[SCENE_START]']","['None', 'N/A', ""The captured goblin points a shaky finger down the tunnel to your left. 'The treasure is that way, down the left tunnel,' he squeaks.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'A goblin has pointed you towards the left tunnel.', ""Okay, I'll take the lead and check the tunnel on the right for traps.""]","['Perception', 'Pass', ""As you start to head right, you notice fresh tracks in the dust leading down the left tunnel, confirming the goblin's story. The right tunnel looks completely unused.""]"
"['101', 'Elara, a nimble rogue seeking a legendary dagger.', 'A goblin has pointed you towards the left tunnel.', ""Okay, I'll take the lead and check the tunnel on the right for traps.""]","['Perception', 'Fail', ""You confidently check the right-hand tunnel for traps and, finding none, lead the party down it. You walk for ten minutes before realizing it's a dead end.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', ""The party is being introduced to a city's spymaster."", '[SCENE_START]']","['None', 'N/A', ""You are introduced to the city's spymaster, a severe-looking woman with a network of scars on her face. 'You may call me Lady Vex,' she says.""]"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Speaking with the spymaster, Lady Vex.', ""I'll try to get information from Lady Vox about the recent assassinations.""]","['Persuasion', 'Pass', 'Lady Vex allows the mispronunciation to slide, seeing it as an unimportant detail. She offers you a cryptic clue in exchange for a future favor.']"
"['117', 'Corbin, a pragmatic sellsword and veteran of many campaigns.', 'Speaking with the spymaster, Lady Vex.', ""I'll try to get information from Lady Vox about the recent assassinations.""]","['Persuasion', 'Fail', ""'It's Vex,' she says, her voice turning cold as ice. Your sloppiness has insulted her, and she refuses to speak with you further, ending the meeting.""]"
"['105', 'Seraphina, a devoted cleric on a mission to cleanse a blighted land.', 'The party finds a wounded and weeping noble in a chapel.', '[SCENE_START]']","['None', 'N/A', 'In the chapel, you find a young noble, Sir Reginald, kneeling at the altar. He is weeping silently, his shoulders shaking with grief.']"
