"input: player_input,check_required",output: outcome_type
"input: I'll raise my shield to block the crossbow bolt.,Acrobatics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll ask the queen for her help in this matter.,Persuasion",output: Pass
"input: I'll ask the queen for her help in this matter.,Persuasion",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll look for any oak trees that I can use to make arrows.,Survival",output: Pass
"input: I'll look for any oak trees that I can use to make arrows.,Survival",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll ask for a large slab of roasted boar.,Performance",output: Pass
"input: I'll ask for a large slab of roasted boar.,Performance",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll check the silver statue for traps.,Investigation",output: Pass
"input: I'll check the silver statue for traps.,Investigation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to dispel the evocation magic on the door.,Arcana",output: Pass
"input: I'll try to dispel the evocation magic on the door.,Arcana",output: Fail
