"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to create a forgery of a noble's signature., I use my forgery kit to copy the signature.","output: Forgery Kit, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to create a forgery of a noble's signature., I use my forgery kit to copy the signature.","output: Forgery Kit, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine the purpose of a strange magical orb., I use my magical knowledge to analyze the orb.","output: Investigation, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine the purpose of a strange magical orb., I use my magical knowledge to analyze the orb.","output: Investigation, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to inspire a hopeless person., I try to give them a reason to hope again.","output: Persuasion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to inspire a hopeless person., I try to give them a reason to hope again.","output: Persuasion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to track a person through a crowded city., I look for clues to their passage, like a dropped coin or a fresh footprint.","output: Survival, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to track a person through a crowded city., I look for clues to their passage, like a dropped coin or a fresh footprint.","output: Survival, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the source of a river., I try to follow the river upstream to its source.","output: Nature, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the source of a river., I try to follow the river upstream to its source.","output: Nature, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are at a village baking contest, having been entered as a joke., I apply my military discipline to follow the apple pie recipe exactly.","output: Cook's Utensils, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are at a village baking contest, having been entered as a joke., I apply my military discipline to follow the apple pie recipe exactly.","output: Cook's Utensils, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You have been shrunk to the size of a mouse in a wizard's laboratory., I try to cross the massive expanse of the floor by navigating the furniture.","output: Acrobatics, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You have been shrunk to the size of a mouse in a wizard's laboratory., I try to cross the massive expanse of the floor by navigating the furniture.","output: Acrobatics, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to find a book in a library that rearranges itself every night., I try to predict the library's organizational pattern based on arcane principles.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to find a book in a library that rearranges itself every night., I try to predict the library's organizational pattern based on arcane principles.","output: Arcana, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are mediating a dispute between a farmer and a noble over a plot of land., I use my knowledge of religious law to find a just and impartial solution.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are mediating a dispute between a farmer and a noble over a plot of land., I use my knowledge of religious law to find a just and impartial solution.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are being pursued on horseback., I try to make a sharp turn to lose my pursuers in a dense forest.","output: Animal Handling, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are being pursued on horseback., I try to make a sharp turn to lose my pursuers in a dense forest.","output: Animal Handling, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to determine if the local water source is clean., I examine the water and surrounding area for signs of contamination.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to determine if the local water source is clean., I examine the water and surrounding area for signs of contamination.","output: Survival, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a tense standoff with a rival., I try to goad them into attacking first.","output: Deception, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a tense standoff with a rival., I try to goad them into attacking first.","output: Deception, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to get information from a guard who was your childhood friend., I appeal to our old friendship to convince him to look the other way.","output: Persuasion, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to get information from a guard who was your childhood friend., I appeal to our old friendship to convince him to look the other way.","output: Persuasion, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a room that is rapidly filling with sand., I try to find the mechanism that is causing the sand to pour in.","output: Investigation, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a room that is rapidly filling with sand., I try to find the mechanism that is causing the sand to pour in.","output: Investigation, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine the history of a haunted house., I try to speak with the spirits of the house to learn their story.","output: History, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine the history of a haunted house., I try to speak with the spirits of the house to learn their story.","output: History, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to hold a door shut against a creature trying to break it down., I use my strength to brace the door.","output: Athletics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to hold a door shut against a creature trying to break it down., I use my strength to brace the door.","output: Athletics, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to treat a venomous snakebite., I use my knowledge of medicine to treat the bite.","output: Medicine, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to treat a venomous snakebite., I use my knowledge of medicine to treat the bite.","output: Medicine, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to understand a simple map., I try to decipher the symbols on the map.","output: Intelligence, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to understand a simple map., I try to decipher the symbols on the map.","output: Intelligence, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to determine if a chest is trapped., I carefully inspect the lock and seams for any signs of a trap mechanism.","output: Investigation, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to determine if a chest is trapped., I carefully inspect the lock and seams for any signs of a trap mechanism.","output: Investigation, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to mend a torn page from a rare book., I use a delicate mending spell to repair the page.","output: Sleight of Hand, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to mend a torn page from a rare book., I use a delicate mending spell to repair the page.","output: Sleight of Hand, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to calm a panicked crowd during an earthquake., I use my divine magic to create a protective barrier.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to calm a panicked crowd during an earthquake., I use my divine magic to create a protective barrier.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to intimidate a local tough guy., I stare him down without saying a word.","output: Intimidation, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to intimidate a local tough guy., I stare him down without saying a word.","output: Intimidation, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to identify a bird by its call., I listen to the bird's song and try to identify it.","output: Nature, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to identify a bird by its call., I listen to the bird's song and try to identify it.","output: Nature, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to start a fire in the rain., I use my survival skills to find dry tinder and wood.","output: Survival, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to start a fire in the rain., I use my survival skills to find dry tinder and wood.","output: Survival, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to determine if a person is following you., I try to spot a tail in the reflection of a shop window.","output: Perception, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to determine if a person is following you., I try to spot a tail in the reflection of a shop window.","output: Perception, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to find the one true magical item among a room full of fakes., I cast a 'Detect Magic' spell to find the real one.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to find the one true magical item among a room full of fakes., I cast a 'Detect Magic' spell to find the real one.","output: Arcana, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a corrupt priest to renounce their evil ways., I appeal to the memory of their faith and the god they once served.","output: Persuasion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a corrupt priest to renounce their evil ways., I appeal to the memory of their faith and the god they once served.","output: Persuasion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to determine the size of an enemy force by the tracks they left., I analyze the number and depth of the tracks to estimate their numbers.","output: Survival, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to determine the size of an enemy force by the tracks they left., I analyze the number and depth of the tracks to estimate their numbers.","output: Survival, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to tame a wild hawk to be your animal companion., I try to earn the hawk's trust with food and patience.","output: Animal Handling, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to tame a wild hawk to be your animal companion., I try to earn the hawk's trust with food and patience.","output: Animal Handling, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to break down a stone wall., I use a sledgehammer to smash through the wall.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to break down a stone wall., I use a sledgehammer to smash through the wall.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to create a distraction by starting a small, contained fire., I use my tinderbox to light a pile of trash on fire.","output: Stealth, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to create a distraction by starting a small, contained fire., I use my tinderbox to light a pile of trash on fire.","output: Stealth, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to get past a magical ward that triggers an alarm., I try to cast a 'Silence' spell on the area before I pass through.","output: Stealth, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to get past a magical ward that triggers an alarm., I try to cast a 'Silence' spell on the area before I pass through.","output: Stealth, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a person is telling the truth., I use a 'Zone of Truth' spell to compel them to be honest.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a person is telling the truth., I use a 'Zone of Truth' spell to compel them to be honest.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to set up a defensive perimeter around your camp., I use my knowledge of military tactics to set up a perimeter.","output: Survival, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to set up a defensive perimeter around your camp., I use my knowledge of military tactics to set up a perimeter.","output: Survival, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the source of a strange, unnatural fog., I try to track the fog to its source.","output: Investigation, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the source of a strange, unnatural fog., I try to track the fog to its source.","output: Investigation, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to understand a play in a language you don't speak., I try to understand the story through the actors' body language.","output: Insight, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to understand a play in a language you don't speak., I try to understand the story through the actors' body language.","output: Insight, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to get past a guard by pretending to be a kitchen servant., I try to mimic the accent and demeanor of a servant.","output: Performance, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to get past a guard by pretending to be a kitchen servant., I try to mimic the accent and demeanor of a servant.","output: Performance, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to recall a specific, obscure magical theory., I search my perfect memory for the information.","output: History, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to recall a specific, obscure magical theory., I search my perfect memory for the information.","output: History, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a well is holy., I use my divine sense to detect any consecration.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a well is holy., I use my divine sense to detect any consecration.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in a tavern brawl and a man is about to hit you with a chair., I try to parry the chair with my own stool.","output: Athletics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in a tavern brawl and a man is about to hit you with a chair., I try to parry the chair with my own stool.","output: Athletics, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the best place to ambush a group of goblins., I use my knowledge of the terrain to find a good ambush spot.","output: Stealth, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the best place to ambush a group of goblins., I use my knowledge of the terrain to find a good ambush spot.","output: Stealth, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., The party has just discovered the entrance to a forgotten tomb., [SCENE_START]","output: None, N/A"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., At the tomb's entrance, before a massive, sealed stone door., I'll try to force the door open with my strength.","output: Athletics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., At the tomb's entrance, before a massive, sealed stone door., I'll try to force the door open with my strength.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., The massive stone door at the tomb's entrance is sealed shut. Brute force failed., I'll examine the carvings on the door for a hidden mechanism or lock.","output: Investigation, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., The massive stone door at the tomb's entrance is sealed shut. Brute force failed., I'll examine the carvings on the door for a hidden mechanism or lock.","output: Investigation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You've found a hidden keyhole in the eye of a carved snake on the stone door., I use my thieves' tools to pick the lock.","output: Thieves' Tools, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You've found a hidden keyhole in the eye of a carved snake on the stone door., I use my thieves' tools to pick the lock.","output: Thieves' Tools, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., The stone door has been opened, revealing a dark, 10-foot-wide corridor stretching into blackness., I'll take the lead with my shield up. I check the corridor for any immediate threats or ambushes.","output: Perception, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., The stone door has been opened, revealing a dark, 10-foot-wide corridor stretching into blackness., I'll take the lead with my shield up. I check the corridor for any immediate threats or ambushes.","output: Perception, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are walking down a dark corridor that seems clear of threats. The flagstones are uneven., Something feels off. I'll check the floor ahead for pressure plates.","output: Investigation, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are walking down a dark corridor that seems clear of threats. The flagstones are uneven., Something feels off. I'll check the floor ahead for pressure plates.","output: Investigation, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You've reached the end of the corridor, which opens into a square burial chamber containing a single, ornate sarcophagus., I'll inspect the sarcophagus for traps before we try to open it.","output: Investigation, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You've reached the end of the corridor, which opens into a square burial chamber containing a single, ornate sarcophagus., I'll inspect the sarcophagus for traps before we try to open it.","output: Investigation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You've found a poison dart trap on the sarcophagus., I'll use my thieves' tools to disarm the trap mechanism.","output: Thieves' Tools, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You've found a poison dart trap on the sarcophagus., I'll use my thieves' tools to disarm the trap mechanism.","output: Thieves' Tools, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., The sarcophagus trap has been disarmed, and the lid is waiting to be opened., I'll push the heavy stone lid off the sarcophagus.","output: Athletics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in an archery contest against a cocky young noble., I aim for a perfect bullseye to silence his boasting.","output: Athletics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in an archery contest against a cocky young noble., I aim for a perfect bullseye to silence his boasting.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are at a high-society poetry reading, trying to identify a spy., I listen for any coded phrases hidden within the poetry being read.","output: Insight, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are at a high-society poetry reading, trying to identify a spy., I listen for any coded phrases hidden within the poetry being read.","output: Insight, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in an underground fighting pit, forced into a bare-knuckle boxing match., I try to use my knowledge of anatomy to land a precise, debilitating strike.","output: Medicine, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in an underground fighting pit, forced into a bare-knuckle boxing match., I try to use my knowledge of anatomy to land a precise, debilitating strike.","output: Medicine, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to earn the trust of a ghost that is afraid of the dark., I use my magic to create a sphere of soft, gentle light.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to earn the trust of a ghost that is afraid of the dark., I use my magic to create a sphere of soft, gentle light.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to escape from a collapsing cave., I try to find a safe path through the falling rocks.","output: Acrobatics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to escape from a collapsing cave., I try to find a safe path through the falling rocks.","output: Acrobatics, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are tracking a corrupt noble through a city's political district., I try to follow their trail by listening to the gossip of the courtly attendees.","output: Insight, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are tracking a corrupt noble through a city's political district., I try to follow their trail by listening to the gossip of the courtly attendees.","output: Insight, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in the Great Library, trying to find a specific historical text., I try to use the library's indexing system to find the book.","output: Investigation, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in the Great Library, trying to find a specific historical text., I try to use the library's indexing system to find the book.","output: Investigation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to cheat at a game of cards against a notorious cheat., I try to deal myself a better hand from the bottom of the deck.","output: Sleight of Hand, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to cheat at a game of cards against a notorious cheat., I try to deal myself a better hand from the bottom of the deck.","output: Sleight of Hand, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to get past a magical door that only opens if you answer a philosophical question., I try to answer the question, 'What is the nature of magic?'","output: Intelligence, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to get past a magical door that only opens if you answer a philosophical question., I try to answer the question, 'What is the nature of magic?'","output: Intelligence, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a statue that is weeping blood is a holy sign or a dark omen., I use my knowledge of religious signs to interpret the event.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a statue that is weeping blood is a holy sign or a dark omen., I use my knowledge of religious signs to interpret the event.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are being forced to participate in a dance at a royal ball., I try to apply my footwork from sword fighting to the dance.","output: Acrobatics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are being forced to participate in a dance at a royal ball., I try to apply my footwork from sword fighting to the dance.","output: Acrobatics, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to start a fire without a tinderbox., I try to use the classic method of rubbing two sticks together.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to start a fire without a tinderbox., I try to use the classic method of rubbing two sticks together.","output: Survival, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to repair a broken wagon wheel., I try to force the bent axle back into shape.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to repair a broken wagon wheel., I try to force the bent axle back into shape.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to create a sleeping potion., I use my poisoner's kit to mix a non-lethal sedative.","output: Poisoner's Kit, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to create a sleeping potion., I use my poisoner's kit to mix a non-lethal sedative.","output: Poisoner's Kit, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine if a strange creature is sentient., I try to communicate with it using a simple 'Comprehend Languages' spell.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine if a strange creature is sentient., I try to communicate with it using a simple 'Comprehend Languages' spell.","output: Arcana, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a greedy merchant to donate to the poor., I appeal to his sense of morality and community.","output: Persuasion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a greedy merchant to donate to the poor., I appeal to his sense of morality and community.","output: Persuasion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to find the best defensive position in a large, open room., I analyze the room for choke points and cover.","output: Insight, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to find the best defensive position in a large, open room., I analyze the room for choke points and cover.","output: Insight, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to tell if a patch of mushrooms is poisonous., I use my knowledge of fungi to identify the mushrooms.","output: Nature, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to tell if a patch of mushrooms is poisonous., I use my knowledge of fungi to identify the mushrooms.","output: Nature, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to win a game of darts in a tavern., I try to throw the dart with all my strength.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to win a game of darts in a tavern., I try to throw the dart with all my strength.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to hide from a creature that can smell you., I try to mask my scent by rolling in a pile of filth.","output: Stealth, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to hide from a creature that can smell you., I try to mask my scent by rolling in a pile of filth.","output: Stealth, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine if a seemingly solid wall is an illusion., I try to feel for any physical substance to the wall.","output: Investigation, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine if a seemingly solid wall is an illusion., I try to feel for any physical substance to the wall.","output: Investigation, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine a dead person's cause of death., I examine the body for any wounds or signs of illness.","output: Medicine, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine a dead person's cause of death., I examine the body for any wounds or signs of illness.","output: Medicine, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in a tavern brawl and someone is about to smash a bottle over your head., I try to duck under the swing.","output: Acrobatics, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in a tavern brawl and someone is about to smash a bottle over your head., I try to duck under the swing.","output: Acrobatics, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to navigate a swamp., I use a long pole to test the ground ahead for quicksand.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to navigate a swamp., I use a long pole to test the ground ahead for quicksand.","output: Survival, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to get information from a goblin you've captured., I try to scare the information out of him.","output: Intimidation, Pass"
